foodID,name,ingredients,prepTimeInMins,cookTimeInMins,totalTimeInMins,servings,cuisine,course,Regions,isVeg,isSugarFree,isHighProtein,isGluttenFree,isSattvic,isVegan,diet,allergies,totalCaloriesInCal,instructions,URL,imgURL
530,Thalicha Thayir Sadam  - Spicy Seasoned Curd Rice,"1-1/2 cups Cooked rice,3 cups Curd (Dahi / Yogurt),1/4 cup Anardana Powder (Pomegranate Seed Powder),1 Green Chillies - finely chopped,Salt - to taste,1/2 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 sprig Curry leaves,1 teaspoon Sunflower Oil",20,30,50,4,Chettinad,Lunch,9,1,0,0,0,0,0,Vegetarian,lactose,245,"To begin making the Thalicha Thayir Sadam Recipe (Spicy Seasoned Curd Rice), make sure you have some cooked rice ready. The rice should be cooked very soft, such that if you place it between your fingers it will mash very easily.Place the rice in a large mixing bowl. If the rice is a little war, it will help in mashing the rice to a more soft consistency. Add a ladle of yogurt to the rice and using your hands or the Potato Masher mash the rice well to combine it with the yogurt.Once the rice is mashed well, add the remaining yogurt, green chilies, pomegranates and salt. Stir to combine well and check the salt and adjust to suit your taste.The next step is to make the seasoning for the Curd Rice. Heat a small Tadka Pan with a teaspoon of oil. Once the oil heats up, add the mustard seeds, the urad dal and allow it to crackle. Once it crackles and the urad dal turns golden, add the curry leaves. Turn off the heat.Pour the seasoning over the prepared Curd Rice (Thayir Sadam) and give it a stir.The Thalicha Thayir Sadam Recipe (Spicy Seasoned Curd Rice) is ready to be served chilled for an afternoon lunch.Serve Thalicha Thayir Sadam Recipe with Andhra Avakaya and Elai Vadam for a comforting lunch.",https://www.archanaskitchen.com/thalicha-thayir-sadam-recipe-spicy-seasoned-curd-rice,https://www.archanaskitchen.com//images/archanaskitchen/Indian_Rice/Thalicha_Curd_Rice_Thayir_Sadam_Recipe_-1.jpg
531,Eggless Fudgy Chocolate Chunk Brownie ,"3/4 cup All Purpose Flour (Maida),1/4 teaspoon Baking powder,1/2 cup Cocoa Powder,1/4 teaspoon Salt,1/2 cup Sugar,1/2 cup Butter,1 teaspoon Vanilla Extract,1 cup Chocolate Bar - chopped to chunks,2 tablespoons Flax seed powder (flax meal),6 tablespoons Chilled water",20,40,60,6,Continental,Dessert,6,1,0,0,0,0,0,Vegetarian,lactose,400,"To begin making the Fudgy Chocolate Chunk Brownie Recipe, preheat the oven to 180C and grease and dust a square baking dish. Keep it aside.To make the Flax meal egg replacer If your recipe asks for 2 eggs, measure 2 tablespoons of flax meal along with 6 tablespoons of water. Stir well and let the mixture rest for about 15 minutes. This process of resting helps the flax meal mixture develop a gelatinous consistency similar to eggs.To Make the Batter In a large mixing bowl. sift the flour, cocoa powder, baking powder and salt. Keep it aside.In another bowl or the bowl of the stand mixer, beat the butter and sugar until light and fluffy. Add the flax meal egg replacer and beat until light and fluffy. Gradually beat in the vanilla extract, the flour mixture and beat until all the ingredients have come together. Don't over beat at this stage.Once done, fold in the chocolate chunks and pour the Fudgy Chocolate Chunk Brownie Batter into the prepared cake pan. Bake the chocolate chunk brownie for 25 mins or until a tester inserted inside comes out clean with cooked crumbs sticking to it. The cake should not be raw and its ok to have crumbs sticking to the tester.Once done, remove the Fudgy Chocolate Chunk Brownie from the oven and allow it to cool a bit. Cut the Fudgy Chocolate Chunk Brownie into squares and serve warm along with vanilla ice cream or as it is.Serve the Fudgy Brownie Recipe with Chocolate Chunks along with a glass of Oreo Milkshake Recipe or just serve it plain with a scoop of Icecream to make a nice comforting dessert.",http://www.archanaskitchen.com/fudgy-chocolate-chunk-brownie-recipe-with-egg-free-eggless-option,https://www.archanaskitchen.com//images/archanaskitchen/Dessert_Cakes/Fudgy_Chocolate_Chunk_Brownie_Recipe_With_Egg_Free_Eggless_Option-1.jpg
532,Marwadi Gatte Ki Kadhi  - Gram Flour Dumpling In Yogurt Curry,"1/2 cup Gram flour (besan),1/2 teaspoon Red Chilli powder,1/2 teaspoon Ajwain (Carom seeds),1 tablespoon Curd (Dahi / Yogurt),Salt - to taste,2 tablespoon Gram flour (besan),1 cup Curd (Dahi / Yogurt),4 cloves Garlic,2 Green Chillies,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,1 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Ghee,1/2 teaspoon Cumin seeds (Jeera),1 Dry Red Chilli,1 inch Cinnamon Stick (Dalchini)",10,45,55,4,Rajasthani,Lunch,20,1,0,0,0,0,0,Vegetarian,lactose,358,"To begin making the Marwadi Gatte Ki Kadhi Recipe (Gram Flour Dumpling In Yogurt Curry Recipe), we will first make the gatte.In a mixing bowl, combine all the ingredients for the gatte including gram flour, red chilli powder, ajwain, curd, salt and knead to make a stiff dough. Add a little water if required.Divide the gatte mixture into 8 to 10 small portions, and shape into a small cylindrical roll. Keep it aside.The next step is to cook the gatte.Heat water in the saucepan and bring it to a roaring boil. Place the gatte in the boiling water and allow it to cook for about 7 to 8 minutes.You will notice the gatte rising to the top. After 7 to 8 minutes, drain the gatte from the water and keep aside.In a small pestle and motor, pound the garlic and green chilies to make a coarse paste.The next step is to make the kadhi. In a large saucepan, whisk the yogurt along with the gram flour in a mixing bowl. Add 2 cups of water to make a smooth batter. Add the coarse paste and turmeric powder.Place the saucepan over high heat, add the kadhi mixture into it and bring the kadhi to a boil. Keep whisking while the kadhi boils to bring the mixture to a homogeneous consistency.Once the kadhi thickens, turn the heat to low, add the gatte and allow it to simmer for another 5 minutes.While the Gatte ki Kadhi is simmering, we will proceed to make the tadka. Heat ghee over medium heat in a tadka pan, add the cumin seeds, red chili, and cinnamon and saute for a few seconds.Add the tadka to the Gatte ki Kadhi, stir in the coriander leaves and serve.Serve the Gatte Ki Kadhi Recipe along with Gehun Ki Bikaneri Khichdi, Bajri Ki Roti and Bharwa Bhindi for a weekday meal.",https://www.archanaskitchen.com/marwadi-gatte-ki-kadhi-recipe-gram-flour-dumpling-in-yogurt-curry-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/oct-5/Marwadi_Gatte_Ki_Kadhi_Recipe-3.jpg
533,Whole Wheat Flour Chakli ,"1 cup Whole Wheat Flour,1 teaspoon Red Chilli powder,1/2 teaspoon Cumin seeds (Jeera),2 teaspoon Butter,Sunflower Oil - for deep frying,1/2 teaspoon Asafoetida (hing),Salt - to taste",30,40,70,4,South Indian ,Snack,1,1,0,0,0,0,0,Vegetarian,lactose,120,"To begin with Whole Wheat Flour Chakli, put the wheat flour in a muslin cloth, tie it and steam it in an idli pan.After about 8-10 mins switch off the pan, open the cloth and transfer to a plate. Big cake pieces of flour will be formed, so you can break it all with your hand.Sieve the cooked flour and add red chili powder, jeera, hing powder, butter, salt and mix everything well.Once it is mixed properly, add water and make a non-sticky dough.Heat a kadai with oil on medium flame. Fill the chakli presser with the prepared dough and press it on paper or back of ladle.Fry them in hot oil in a deep fry pan until it changes its colour. Repeat the same process for the reaming chaklis.Cool and store it in an air-tight container.Serve Whole Wheat Flour Chakli with Masala Chai or a hot cup of coffee.",https://www.archanaskitchen.com/whole-wheat-flour-chakli-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Babitha_Costa/Wheat_Flour_chakli.jpg
534,Raw Mango Dal Fry ,"1 Cup Arhar dal (Split Toor Dal),2 Tablespoon Mango (Raw) - Grated,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 Tomato - chopped,2 Green Chillies - Slit,1 sprig Curry leaves - Curry Leaves,1 Onion - chopped,2 Dry Red Chillies,4 cloves Garlic - minced,Salt - to taste,1 teaspoon Ghee - for tadka",10,30,40,2,North Indian ,Side Dish,12,1,0,1,0,0,0,High Protein Vegetarian,None,205,"To begin making Raw Mango Dal Fry Recipe, prep all the ingredients first.Into the pressure cooker, add the dal, salt red chilli powder, turmeric powder, slit green chilli, tomato and grated raw mango into the cooker. Add 2 cups of water and pressure cook for 3 to 4 whistles until the dal is cooked.Once done, allow the pressure to release naturally.Open the cooker and use a wooden ladle to make the Raw Mango Dal Fry mushy. Keep it aside.Heat ghee in a kadai/wok and add whole red chillies into it. Add the diced onions and cook them till they become translucent in colour.Once onions are ready then add minced garlic and curry leaves and saute them for at least 1 minute.Now add the cooked Raw Mango Dal Fry into the pan and let it cook for 5-7 minutes. Add more water if you feel that dal has become too thick. Adjust salt as per your taste.Serve Raw Mango Dal Fry Recipe along with Curried Tofu Kebab Recipe, Aloo Bhindi Ki Sabzi Recipe (Spicy Potatoes and Lady's Finger Stir Fry), Phulka, and steamed rice.",https://www.archanaskitchen.com/raw-mango-dal-fry-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/garimasgautam-gmail.com/Mango_Dal_Fry.jpg
535,KhiraSaku ( Odiya Style Rice Pan Cake) ,"1/2 cup Basmati rice,1/2 cup Sugar,2 cups Milk,2 tablespoon Dry Fruits - chopped,Ghee - as required",10,225,235,3,Oriya ,Dessert,48,1,0,0,0,0,0,Vegetarian,lactose,390,"To begin with KhiraSaku ( Odiya Style Rice Pan Cake) Recipe, it is important to soak rice for 3 hours before you proceed with the recipe.After soaking the rice for 3 hours, grind the rice into smooth paste by adding a little water to it.Now in a pan boil the milk, as it boils ass sugar and chopped dry fruits.For the next step to the milk add the rice batter and keep stirring it.On the other side heat a nonstick pan and add some ghee to it, now pour the batter into the pan and let it cook for by covering the pan with a lid on low flame.When the saku turns golden brown from edges remove it from the pan and see to that it doesn't get burnt.Now serve your KhiraSaku ( Odiya Style Rice Pan Cake) Recipe on a serving plate to you beloved ones.If you wish to give more sweetness you can drizzle honey on top or add some ice cream and have them.",https://www.archanaskitchen.com/khirasaku-odiya-style-rice-pan-cake-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/roshni/Khirasaku_Recipe_Oriya_Style_Rice_Pancake-1.jpg
536,Maharashtrian Goda Masala Powder ,"500 grams Coriander (Dhania) Seeds,100 grams Cumin seeds (Jeera),10 grams Cinnamon Stick (Dalchini),10 grams Whole Black Peppercorns,10 grams Cloves (Laung),10 grams Bay leaves (tej patta),10 grams Dagad phool (/pathar phool/black stone flower),10 grams Nagkesar/cassia buds,10 grams Ajwain (Carom seeds),10 grams Asafoetida (hing),20 grams Dried turmeric,10 grams Methi Leaves (Fenugreek Leaves),100 grams Sesame seeds (Til seeds),125 grams Dessicated Coconut,10 grams Poppy seeds,125 grams Red Chilli powder,3-4 tablespoons Salt,5-6 tablespoons Sunflower Oil",0,300,300,200,Maharashtrian ,Dessert,11,1,0,0,0,0,0,Vegetarian,None,230,"To begin making the Goda Masala Recipe, first place a large pan/wok/kadai on a medium heat to roast all the ingredients. When the kadai is moderately hot, with the heat on medium, gently and separately roast the ingredients listed under ‘To be roasted dry’ until they are fragrant and lightly browned. Take care to keep the heat consistent and moderate so as not to burn any of the ingredients.When each of the ingredients is roasted till aromatic, remove it in a separate container/wide plate and place it aside to cool.Once that is done, proceed to roast the ingredients under “To be roasted in a little oil”. Drizzle very little oil into the warm kadai and once again gently and separately roast the ingredients listed one by one. You can club a few spices together such as the cloves, peppercorn, nagkesar etc.Take them out in containers/wide plates and set them aside to cool.Next, in a mixer-grinder, grind all the the dry roasted spices together in a batch. Then grind all the ingredients roasted in oil together in another batch.Ina large wide pan, mix the two batches of ground spices together. Using a large spoon fold the mixture repeatedly so that the spices are uniformly blended.Next, add in the chilli powder and salt. If using turmeric powder add that too at this stage. Mix well once again.If you wish, you can once again place the mixed spices in the grinder and pulse once more to ensure perfect blend.Empty the mixture into an airtight container and use it when making Maharashtrian Masale Baath, Dal Vangi and Moong Sprouts Usal.",https://www.archanaskitchen.com/goda-masala-recipe-maharashtrian-spice-powder,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Madhuli_Ajay/Goda_Masala.jpg
537, Assamese Fish Fried Rice ,"2 cups rice - cook, 1 cup fish - cut in half, 1 onion - cut, 2 tablespoons dry coconut - tighten, 1 tablespoon coriander powder, 1 teaspoon turmeric powder, 1 teaspoon cumin powder, 1 inch Ginger - chopped, 1/2 cup green peas, 1 carrot - cut into small pieces, 1 bay leaf, oil - as per use, 1 teaspoon lemon juice, salt - as per taste, green coriander - chopped, green onion - chopped Take",10,15,25,2,Assamese,Dinner,31,0,0,1,0,0,0,High Protein Non Vegetarian,None,273,"To make Asamis fish fried rice, firstly wash and cut the fish into 1 inch. Now mix coriander powder, turmeric powder, cumin and ginger in a bowl. Now heat oil in a pan. Add the spices prepared in the bowl and cook for 3 to 4 minutes. Now add fish and cook for 5 minutes on low flame. Remove the fish and keep it aside. Now add bay leaves and onions to the remaining oil and cook till the onion becomes soft. Now add coconut and cook for 2 to 3 minutes. Now add lemon juice, peas and carrots to it and cook it for next 2 minutes. Now add rice and mix it well. After 1 minute add fish and mix. Cook for 1 minute and then garnish with green coriander and green onions. Serve Asamis Fish Fried Rice with Curd and Kachumbar Salad for dinner.",https://www.archanaskitchen.com/assamese-fish-fried-rice-recipe-in-hindi,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/shaheen_ali/Assamese_Fish_Fried_Rice_.jpg
538,Chatpata Rajma Salad  - Kidney Beans Salad ,"2 cups Rajma (Large Kidney Beans) - cooked,1 Onion - finely chopped,1 Tomato - finely chopped,2 Green Chillies - finely chopped,1 teaspoon Chaat Masala Powder,1 Lemon - juiced,Mint Leaves (Pudina) - small bunch,Salt - to taste",15,25,40,4,North Indian ,Side Dish,12,1,0,1,0,0,0,High Protein Vegetarian,None,146,"To begin making the Chatpata Rajma Salad Recipe, soak the rajma overnight and pressure cook them with water for about 5 to 6 whistles. After 5 to 6 whistles, turn the heat to low and simmer for another 20 minutes.Allow the pressure to release naturally. The rajma should be soft and cooked. If there was is any water, drain the excess water and keep the rajma aside,Into a mixing bowl, add the cooked rajma, onions, tomatoes, green chilli, chaat masala powder, salt, mint leaves and lemon juice.Mix well to combine the rajma salad. Check the salt and adjust to taste. Serve chilled.Serve the Chatpata Rajma Salad Recipe along with Missi Roti Recipe and Cauliflower and Vegetable Curry for your everyday lunch or dinner.",https://www.archanaskitchen.com/chatpata-rajma-salad-recipe-kidney-beans-salad-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Chatpata_Rajma_Salad_Video_recipe_1_1600.jpg
539,Odisha Style Aloo Husband  -Aloo Mash Sabeeji,"4 Potatoes (Aloo) - peeled,1 teaspoon Mustard seeds,1 sprig Curry leaves,3 Dry Red Chillies - seeds removed and torn,1 Onion - chopped,1 Green Chilli - chopped,Salt - to taste",10,30,40,4,Oriya ,Side Dish,48,1,0,0,0,0,0,Vegetarian,None,200,"To begin making the Odisha Style Aloo Bharta Recipe, pressure cook the potatoes with water and salt for about 4 whistles until it is done.Allow the pressure to release naturally and mash it using a potato masher.Heat a kadai with oil, add mustard seeds and allow it to splutter. Add onions and saute until they turn translucent.Now add dry red chillies and green chillies and stir for few seconds. Add the mashed potato and sprinkle salt and mix well. Once done switch off the heat and serve the  Aloo Bharta hot. Serve the Odisha Style Aloo Bharta Recipe along with Puri Recipe (Puffed Fried Indian Bread) and Sagu by the side to enjoy your morning breakfast.",https://www.archanaskitchen.com/odisha-style-aloo-bharta-recipe-aloo-mash-sabzi,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/10-oct/Odisha_Style_Aloo_Bharta_Recipe_Aloo_Mash_Sabzi-9412.jpg
540,Kashmiri Style Bharit Marchavangun -Stuffed Chillies,"10 Badi hari mirch (Large Green Chilli) - (less spicy bajji variety),1 cup Walnuts,1 teaspoon Cumin seeds (Jeera),1-1/2 teaspoon Anardana Powder (Pomegranate Seed Powder) - powdered,1 teaspoon Dry ginger powder,Salt - to taste,1 cup Vinegar,3 to 4 tablespoon Sunflower Oil",10,50,60,4,Kashmiri,Appetizer,25,1,0,0,0,0,0,Vegetarian,None,112,"To prepare Bharit Marchavangun/Kashmiri Stuffed Chillies Recipe, first lightly dry roast walnuts, cumin seeds separately until fragrant, in a kadai.Then add the roasted walnuts, cumin seeds, pomegranate seeds powder, ginger powder and salt to taste into a blender and blend into smooth paste with very little water. Keep aside.Wash and pat dry the chilies. Make a slit in the center leaving the stem part intact. If you do not like heat, scoop out the seeds. I love heat, so left the seeds on. Soak the slit chilies in vinegar for about 30 minutes.Remove the chilies from vinegar. Do not throw the vinegar away, you can use it in cooking Chinese noodles/fried rice.Stuff the chilies with the walnut mix stuffing.Heat oil in a Pan for shallow frying. Place few stuffed chilies a time and fry on low flame until browned and cooked on all sides. Repeat the same procedure for all the stuffed chilies.Remove from stove and serve Bharit Marchavangun/Kashmiri Stuffed Chillies Recipe immediately as appetizer or side dish, with Raita.",http://www.archanaskitchen.com/bharit-marchavangun-kashmiri-stuffed-chillies-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Jyothi_Rajesh/Barith_MarchavangunKashmiri_Stuffed_Chilies.jpg
541,Karwar Style Bibya Usal  (Spiced Cashew Nut Sabzi),"1/2 cup Cashew nuts - soaked in warm water and salt for 15 minutes,3 tablespoons Fresh coconut - grated,1 teaspoon Sugar,Salt - to taste,2 teaspoons Coconut Oil,1 teaspoon White Urad Dal (Split),1/2 teaspoon Mustard seeds,3 Dry Red Chillies - broken (adjust to taste),4 cloves Garlic - crushed,1/4 teaspoon Turmeric powder (Haldi),Curry leaves - a few",5,10,15,2,Karnataka,Side Dish,26,1,0,0,0,0,0,Vegetarian,None,143,"To begin making the Karwar Style Bibya Usal Recipe (Spiced Cashew Nut Sabzi), soak the cashews in warm water and a little salt for about 10 minutes.Heat oil in a heavy bottomed pan. Once the oil is hot, add the mustard seeds and let them splutter.As the mustard splutters, add split black gram and fry till them till it turns golden brown.Break in the dry red chillies into half into the kadai and add curry leaves along with crushed garlicAfter a few seconds of frying them, add the cashew nuts and turmeric. Toss cashews to mix with the tempering. Keep sautéing for a couple of minutes on medium heat.Add salt, sugar and about 1/4 cup of water and mix everything well. Now cover and cook in low heat for 5 to 10 minutes. Cashew nuts should be soft but slightly crunchy.Add grated coconut and allow all the water to dry up with stirring. Check for salt and adjust spices if needed, allow to sit for a minute and switch off.Serve Karwar Style Bibya Usal Recipe (Spiced Cashew Nut Sabzi) along with Karwar Style Muga Ambat and Phulkas for a weekday meal.",http://www.archanaskitchen.com/bibya-usal-recipe-karwar-spiced-cashew-nut-sabzi,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Smitha-Kalluraya/Bibya_Usal_Karwar_Spiced_Cashew_nut_Sabzi_dry.jpg
542,Chocolate Banana Smoothie Bowl ,"3 Ripe Bananas - chopped into chunks,1 cup Milk,2 tablespoons Peanut Butter,2 tablespoon Instant Oats (Oatmeal),1 tablespoon Cocoa Powder,4 Dates - pitted and chopped,4 tablespoons Walnuts - chopped,1 Ripe Bananas - sliced,1/4 cup Wheat Bran,2 tablespoons Cranberries - or raisins",10,0,10,2,Continental,World Breakfast,6,1,0,1,0,0,0,High Protein Vegetarian,lactose,140,"To begin making the Chocolate Banana Smoothie Bowl Recipe into a tall jar of the blender add the ripe bananas, milk, peanut butter, oats, cocoa powder and soft pitted dates. Blend well to make a smooth puree.Once all the ingredients are blended well transfer the Chocolate Banana Smoothie into a smoothie bowl. Top the Chocolate Banana Smoothie with chopped walnuts, banana slices, wheat bran flakes and few cranberries or raisins.Serve the Chocolate Banana Smoothie Bowl immediately or chilled. Serve Chocolate Banana Smoothie Bowl Recipe on its own for breakfast to give you a healthy start to your day.",http://www.archanaskitchen.com/chocolate-banana-smoothie-bowl-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Chocolate_banana_Smoothie_Bowl_Recipe_7_1600.jpg
543,Rava Vada ,"1 cup Sooji (Semolina/ Rava),1/2 cup Curd (Dahi / Yogurt),1 Onion - finely chopped,2 Green Chillies - finely chopped,1 sprig Curry leaves,1/4 cup Coriander (Dhania) Leaves - finely chopped,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Whole Black Peppercorns - roughly pounded,Sunflower Oil - for frying,Salt - to taste",20,20,40,3,South Indian ,South Indian Breakfast,1,1,0,0,0,0,0,Vegetarian,lactose,116,"To begin making Rava Vada Recipe, take a big mixing bowl, add the rava, curd, chopped onion, green chilies, curry leaves, coriander leaves and mix well.Using a mortar and pestle, pound the whole peppercorns roughly. To the mixing bowl with the rava, add the cumin seeds, roughly pounded peppercorns and salt to taste. Mix well and leave it to rest for 15 minutes.In a wok, heat some cooking oil. Wet your hands with water, take a small ball portion of the batter and flatten it a bit and make a hole in the centre of the batter with the finger of other hand so that you can shape it like a vada. Slowly drop it in the hot oil.You can alternatively, grease a banana leaf with two drops of oil and placea small ball portion of the batter and flatten it a bit and make a hole in the centre of the batter to shape it like a vada. Pick up the banana leaf and slide the uncooked vada in the oil. Fry for about a minute or two or until the edges turn golden. Slowly flip it over and fry until the Rava vadas are golden brown in colour. Once done transfer the Rava Vada onto a plate with an oil absorbent paper.Serve the Rava Vada Recipe along with Coconut Chutney and Filter Coffee as a part of the weekend breakfast or as a tea time snack.",https://www.archanaskitchen.com/rava-vada-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/nithya.anantham/Rava_Vada_Recipe.jpg
544,Mushroom Caldine  | Vegetarian Goan Mushroom Curry,"400 grams Button mushrooms,1 cup Coconut milk,1 Onion - finely chopped,2 Green Chillies - slit,5 Garlic - finely chopped,1 inch Ginger - finely chopped,1 teaspoon Salt - or to taste,1 teaspoon Sunflower Oil - for cooking,1/2 cup Fresh coconut,20 grams Tamarind,1 teaspoon Cumin (Jeera) seeds,1/2 teaspoon Coriander (Dhania) Seeds,4 Dry Red Chillies,1/2 teaspoon Turmeric powder (Haldi),1/4 cup Water",10,15,25,4,Goan ,Lunch,30,1,0,0,0,0,0,Vegetarian,lactose,156,"To begin making the Mushroom Caldine recipe, first prep and measure all the ingredients and keep them ready. In a small jar of the mixer grinder, add the coconut, red chillies, tamarind, coriander seeds, cumin seeds and turmeric powder. Add 1/4 cup of warm water and blend to make a smooth paste.Cut the mushrooms either into slices or halfs or you can leave them as whole. Its a personal choice of how you like your mushrooms. I like them sliced lengthwise. Heat oil in a pan; add the onion, garlic, ginger and green chillies. Saute until the onions are tender and lightly browned.Once the onions are lightly brown, add the tomatoes and saute for about a minute until it turns soft and mushy. Cover the pan to fasten the cooking process of the tomatoes.Once the tomatoes have softened, add the mushrooms and saute until the mushrooms are almost cooked.They will shrink in size and release water. At this stage, add the caldine masala paste, coconut milk and salt to taste.Give the mushroom caldine a brisk boil for about 3 minutes and turn off the heat. Check the taste and adjust the salt accordingly.Stir in chopped coriander leaves and transfer the mushroom caldine to a serving bowl and serve hot.Serve Mushroom Caldine along with Toasted Buttered Pav Buns or Whole Wheat Laccha Paratha for a quick simple delicious meal together.",https://www.archanaskitchen.com/mushroom-caldin-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Mushroom_Caldine_Recipe___Vegetarian_Goan_Mushroom_Curry_11_1600.jpg
545,Thai Ice Tea ,"4 cups Lukewarm Water,2 tablespoons Tea Monk Bodh Second Flush Black Tea,1/4 cup Honey,1/4 cup Brown Sugar (Demerara Sugar),1 teaspoon Vanilla Extract,1-1/2 cups Coconut milk,2 cups Ice cubes",10,5,15,4,Thai,Appetizer,15,1,0,0,0,0,0,Vegetarian,lactose,154,"To begin making the Thai Ice Tea, in a large saucepan, bring water to a boil and turn off the heat. Add the tea leaves and stir. Let the tea brew for 5 minutes.Strain the tea into a pitcher and discard the tea leaves. Stir in the honey, brown sugar and vanilla extract.Stir well to dissolve all the sugar until it combines it well into the tea. Check the taste and adjust the sweetness accordingly. Refrigerate the tea for 3 to 4 hours.Once tea is chilled, prepare serving glasses with generous portions of ice.Fill 3/4 th of the glass the brewed Bodh Second Flush Black Tea.  Finally top it with coconut milk, stir gently and serve.Serve the Thai Ice Tea Recipe at a party or simply for a cozy sunday dinner with family along with dimsums or crispy lotus stems.",http://www.archanaskitchen.com/thai-ice-tea-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/sibyl_sunitha/Thai_Ice_Tea_Recipe_1600.jpg
546,Awadhi Style Karela Ka Dulma  - Stuffed Bitter Gourd In Yogurt Gravy,"2 Karela (Bitter Gourd/ Pavakkai) - cut cylindrical,3 tablespoon Curd (Dahi / Yogurt),3 Onions - chopped,6 cloves Garlic - chopped,2 teaspoon Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),1 teaspoon Amchur (Dry Mango Powder),2 teaspoon Kalonji (Onion Nigella Seeds),2 teaspoon Ajwain (Carom seeds),5 Badam (Almond) - blanched and skin peeled,Salt - to taste,Sunflower Oil - for cooking",10,30,40,4,Awadhi,Side Dish,35,0,1,0,0,0,0,Diabetic Friendly,lactose,65,"To begin making the Awadhi Style Karela Ka Dulma Recipe -Stuffed Bitter Gourd Simmered in Yogurt Gravy by cleaning and cutting the bitter into 2 inch length cylindrical shapes, remove the inner white part with the seeds using a spoon and hollow out the karela cylinders.Soak these cut bitter gourd in water mixed with salt solutions so that it reduces the bitterness little.Next is to make the stuffing so heat a flat non stick pan, add the kalonji seeds, fenugreek seeds, cashew nuts and almonds and roast it for 2 minutes until the nuts are roasted and stars to turn golden brown in colour.Then using a hand blander, blend it into a coarse paste. Heat another pan with oil, add ginger, garlic, onions and chilies, sauté till the onions are translucent.Add the powdered nuts and seeds and give it a stir. Once done, stuff it inside the karela tightly. Add these into the remaining stuffing on the pan and fry it for few minutes.Add curd and coat it evenly, making sure that the karela does not break. Simmer Awadhi Style Karela Ka Dulma Recipe for 2 minutes by closing it with a lid.Serve the Awadhi Style Karela Ka Dulma Recipe (Stuffed Bitter Gourd Simmered In Yogurt Gravy) along with Whole Wheat Lachha Paratha Recipe and Palak Raita for an everyday meal.",https://www.archanaskitchen.com/awadhi-style-karela-ka-dulma-recipe-stuffed-bitter-gourd-simmered-in-yogurt-gravy-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/sibyl_sunitha/Awadhi_Style_Karela_Ka_Dulma__Recipe__Stuffed_Bitter_Gourd_Simmered_In_Yogurt_Gravy_Recipe.jpg
547, Tamarind Ginger Chutney,"1 cup tamarind paste - as much as lemon, 2 tbsp ginger - cut, 2 tbsp green chillies - cut, 1/4 tsp turmeric powder, 1/4 tsp fenugreek seeds, 1/4 tsp red chilli Powder, 1/4 tsp asafoetida, 3 tbsp jaggery, 1 tbsp sesame oil, 1/4 tsp rye, 2-3 curry leaves - finely chopped, salt - as per taste",10,20,30,4,South Indian ,Side Dish,1,1,0,0,0,0,0,Vegetarian,None,150,"To make the Puli Engi recipe, first heat the oil in a saucepan. Add the mustard seeds, fenugreek seeds and cook for 10 seconds. Now add asafoetida, curry leaves, ginger, green chilli and cook for 30 seconds. Now add turmeric powder, tamarind paste, red chilli powder, jaggery, salt and cook for 1 minute. Now boil in this mixture Come on After boiling, reduce the heat and let it cook for 15 minutes. Turn off the flame and serve. Serve Puli Engi with ghee roast dosa and filter coffee for breakfast.",https://www.archanaskitchen.com/puli-ingi-recipe-tamarind-and-ginger-chutney-in-hindi,https://www.archanaskitchen.com//images/archanaskitchen/Indian_Chutneys/Puli_Ingi.jpg
